Non-Brand,Paid Search,Desktop,Sweden,Bing,237,233.96,931.2
Non-Brand,Paid Search,Desktop,United Kingdom,Bing,21540,62356.0,24974.1
Non-Brand,Paid Search,Desktop,United States,Google,223694,864351.01,559675.1
Non-Brand,Paid Search,Mobile,Asia and Pacific,Bing,357,75.11,275.6
Non-Brand,Paid Search,Mobile,Australia,Bing,325,259.66,472.0
Non-Brand,Paid Search,Mobile,Brazil,Google,26961,11596.3,16111.4
Non-Brand,Paid Search,Mobile,Italy,Google,1104,992.73,1112.0
Non-Brand,Paid Search,Mobile,Netherlands,Bing,17,7.87,32.3
Non-Brand,Paid Search,Mobile,Philippines,Bing,452,115.16,443.8
Non-Brand,Paid Search,Mobile,Portugal,Google,16798,3315.04,13863.4
Non-Brand,Paid Search,Mobile,Switzerland,Google,15,29.22,14.0
Non-Brand,Paid Search,Mobile,United Kingdom,Google,23777,47494.42,47572.6
Non-Brand,Paid Search,Mobile,United States,Bing,14296,10163.6,14471.8
Non-Brand,Paid Search,Mobile,Vietnam,Bing,435,139.5,466.3
Non-Brand,Paid Search,Tablet,Canada,Google,3320,12336.64,7055.2
Non-Brand,Paid Search,Tablet,Germany,Bing,47,51.45,67.7
Non-Brand,Paid Search,Tablet,India,Bing,89,31.3,89.2
Non-Brand,Paid Search,Tablet,Japan,Bing,2,0.33,2.7
Non-Brand,Paid Search,Tablet,Malaysia,Bing,23,6.78,22.4
Non-Brand,Paid Search,Tablet,Norway,Bing,0,0.0,0.0
Non-Brand,Paid Search,Tablet,Sweden,Bing,0,0.0,0.0
Non-Brand,Paid Search,Tablet,United States,Bing,3220,5017.74,4735.4
